Raw name,Mapped name,Normalized name,Language
adept pure water limited,,adept pure water limited,ro
adept pure water ltd,,adept pure water ltd,en
adept training services,,adept training services,en
adept training services ltd,,adept training services ltd,en
adeptis group partnership limited,,adeptis group partnership limited,en
adeptis group partnership ltd,,adeptis group partnership ltd,en
adepto geoinformtaics p ltd,,adepto geoinformtaics p ltd,ca
adera,,adera,pt
adera  association develop enseign,,adera  association develop enseign,it
adera association develop enseign,,adera association develop enseign,fr
adera services,,adera services,pt
adeslas,,adeslas,es
adesso ag,,adesso ag,pt
adetel equipment,,adetel equipment,ca
adetel group,,adetel group,af
adetests,,adetests,da
adetests sas,,adetests sas,et
adewerk gmbh,,adewerk gmbh,af
adex beratungs gmbh  cokg,,adex beratungs gmbh  cokg,id
adex group,,adex group,fr
adexen,,adexen,so
adezif nord,,adezif nord,pt
adf,,adf,cy
adf cote ouest,,adf cote ouest,fr
adf dgh maintenance s l,,adf dgh maintenance s l,en
adf dgh maintenance sl,,adf dgh maintenance sl,en
adf group,,adf group,en
adf midi pyrenees,,adf midi pyrenees,cy
adf midi pyrenees sas,,adf midi pyrenees sas,et
adf technologies,,adf technologies,cy
adfc  allg deutscher fahhrad club ev,,adfc  allg deutscher fahhrad club ev,de
adfc radstation bremen gmbh,,adfc radstation bremen gmbh,sv
adfdgh maintenance,,adfdgh maintenance,id
adfinis sygroup ag,,adfinis sygroup ag,en
adforall,,adforall,cy
adg,,adg,id
adg  ateliers des graves,,adg  ateliers des graves,da
adga group consultants inc,,adga group consultants inc,ca
adhesive metering,,adhesive metering,sq
adhesives tapes  plastics sl,,adhesives tapes  plastics sl,en
adhetec,,adhetec,sq
adhetec sas,,adhetec sas,sq
adhs,,adh,so
adi,,adi,id
adi industrie,,adi industrie,it
adi luger,,adi luger,id
adi mechanical limited,,adi mechanical limited,it
adi software gmbh,,adi software gmbh,so
adia,,adia,id
adicom,,adicom,pt
adicom solutions gmbh,,adicom solutions gmbh,en
adie,,adie,af
adimage adexpo,,adimage adexpo,pt
adimage adexpo sas,,adimage adexpo sas,pt
adista midipyrenees,,adista midipyrenees,et
adit,,adit,id
adit  agence pour la diffusion,,adit  agence pour la diffusion,fr
adk electric corporation,,adk electric corporation,en
adl creative resources sdn bhd,,adl creative resources sdn bhd,en
adler instrumentos sl,,adler instrumentos sl,da
adlfa31,,adlfa31,cy
adlon,,adlon,cy
adlon datenverarbeitung gmbh,,adlon datenverarbeitung gmbh,id
adlon intelligent solutions gmbh,,adlon intelligent solutions gmbh,fr
adm,,adm,pt
adm groupe,,adm groupe,pt
adm sarl  monsieur bricolage,,adm sarl  monsieur bricolage,fr
adm21,,adm21,pt
admin arsenal inc,,admin arsenal inc,en
admin nacional de aviacion civil,,admin nacional de aviacion civil,es
administradora de espacios,,administradora de espacios,pt
administrative committee of,,administrative committee of,en
admiral flooring services ltd,,admiral flooring services ltd,en
admissions sas,,admissions sas,pt
admixx gmbh,,admixx gmbh,so
admixx gmbh werbemittel systemhaus,,admixx gmbh werbemittel systemhaus,de
adn distribution gmbh,,adn distribution gmbh,id
adnec services llc,,adnec services llc,ca
ado,,ado,pt
adobe,,adobe,pt
adobe inc,,adobe inc,es
adobe systems,,adobe systems,sk
adobe systems incorporated,,adobe systems incorporated,en
adobe systems software ireland,,adobe systems software ireland,en
adobe systems software ireland limi,,adobe systems software ireland limi,en
adoc ingenierie,,adoc ingenierie,af
adolf frey gmbh,,adolf frey gmbh,cy
adolf lupp gmbh  co kg,,adolf lupp gmbh  co kg,pt
adolf mueller gmbh  co kg,,adolf mueller gmbh  co kg,es
adolf pfeiffer gmbh,,adolf pfeiffer gmbh,cy
adolf reiss  sohn kg,,adolf reiss  sohn kg,de
adolf richter gmbh,,adolf richter gmbh,cy
adolf wãrth gmbh  co kg,,adolf wãrth gmbh  co kg,cy
adolf witte,,adolf witte,en
adolf wrth gmbh  co kg,,adolf wrth gmbh  co kg,cy
adolf wuerth gmbh  co kg,,adolf wuerth gmbh  co kg,cy
adolf wuerth gmbh und co kg,,adolf wuerth gmbh und co kg,cy
adolf wurth gmbh  co kg,,adolf wurth gmbh  co kg,cy
adolph burmeister,,adolph burmeister,de
adorn logistics private limited,,adorn logistics private limited,en
adosm,,adosm,pt
adp,,adp,id
adp employer services gmbh,,adp employer services gmbh,en
adp india private limited,,adp india private limited,it
adp international services bv,,adp international services bv,en
adp inc,,adp inc,en
adpc 31,,adpc 31,ca
adr ag,,adr ag,cy
adr sas,,adr sas,id
adr sas,,adr sas,id
adrar,,adrar,cy
adrar formation,,adrar formation,en
adrem group,,adrem group,pt
adriana flores y cosassl,,adriana flores y cosassl,es
adriana flores y cosassl,,adriana flores y cosassl,es
adrien barbet,,adrien barbet,sv
adrienne arsht center,,adrienne arsht center,fr
ads,,ad,id
ads  advanced design services gmbh,,ads  advanced design services gmbh,en
ads analyse detection securite,,ads analyse detection securite,en
ads b network,,ads b network,af
ads group,,ads group,en
ads group limited,,ads group limited,en
ads2,,ads2,sv
adsbexchangecom llc,,adsbexchangecom llc,en
adt international,,adt international,en
adtech polymer engineering ltd,,adtech polymer engineering ltd,de
adva optical networking se,,adva optical networking se,en
advance integration technology,,advance integration technology,en
advance integration technology s,,advance integration technology s,en
advance it solutions ltd,,advance it solutions ltd,fr
advance metrology solutions,,advance metrology solutions,en
advance metrology solutions sl,,advance metrology solutions sl,en
advance metrology solutions sl,,advance metrology solutions sl,en
advanced analysis  integration ltd,,advanced analysis  integration ltd,en
advanced analysis integration ltd,,advanced analysis integration ltd,en
advanced business computers,,advanced business computers,en
advanced business events,,advanced business events,en
advanced business events  abe,,advanced business events  abe,en
advanced center for,,advanced center for,en
advanced computer systems acs,,advanced computer systems acs,en
advanced control solutions llc,,advanced control solutions llc,it
advanced development methods inc,,advanced development methods inc,nl
advanced electrical tools,,advanced electrical tools,en
advanced electronics company l,,advanced electronics company l,ca
advanced electronics company ltd,,advanced electronics company ltd,ca
advanced engineering  innovat,,advanced engineering  innovat,nl
advanced engineering  innovation,,advanced engineering  innovation,en
advanced functional fabrics,,advanced functional fabrics,en
advanced ground systems engineering llc,,advanced ground systems engineering llc,en
advanced integrated technology,,advanced integrated technology,en
advanced integration technology lp,,advanced integration technology lp,en
advanced manufacturing researc,,advanced manufacturing researc,en
advanced manufacturing research,,advanced manufacturing research,en
advanced metrology solutions sl,,advanced metrology solutions sl,en
advanced metrology solutions sl,,advanced metrology solutions sl,en
advanced navigation pty ltd,,advanced navigation pty ltd,en
advanced plastic  material,,advanced plastic  material,en
advanced power components,,advanced power components,en
advanced realtime tracking gmbh,,advanced realtime tracking gmbh,en
advanced robotics for manufacturing,,advanced robotics for manufacturing,en
advanced simulation technology,,advanced simulation technology,en
advanced technical group,,advanced technical group,en
advanced technology group,,advanced technology group,en
advanced technology group gmbh,,advanced technology group gmbh,en
advanced theodolite technology inc,,advanced theodolite technology inc,en
advanced theodolite technology inc,,advanced theodolite technology inc,en
advanced training methods,,advanced training methods,en
advanced training methods sl,,advanced training methods sl,en
advanced visual systems inc,,advanced visual systems inc,en
advantage destination  meeting service,,advantage destination  meeting service,en
advantages,,advantage,sv
advanteam  partners,,advanteam  partners,no
advantec gmbh,,advantec gmbh,ca
advantech europe bv,,advantech europe bv,fr
advantech wireless,,advantech wireless,en
advantech wireless emea ltd,,advantech wireless emea ltd,en
advantest france,,advantest france,fr
advantic sistemas servicio sl,,advantic sistemas servicio sl,es
advatera gmbh,,advatera gmbh,id
adveez,,adveez,sl
adveez s a s,,adveez s a s,hu
advendi,,advendi,da
advenis property management,,advenis property management,nl
adventa corporation,,adventa corporation,it
adventice sarl,,adventice sarl,it
adventure associates,,adventure associates,en
adventure associates inc,,adventure associates inc,en
adventure club kaiserwinkl,,adventure club kaiserwinkl,af
advice as,,advice as,en
advico microelectronics gmbh,,advico microelectronics gmbh,es
advionics nv,,advionics nv,ca
advisors in special process sl,,advisors in special process sl,en
advokat ing judr bystrik bugan,,advokat ing judr bystrik bugan,id
advolis,,advolis,lt
adz nagano gmbh,,adz nagano gmbh,tl
ae architekt und energieberater,,ae architekt und energieberater,de
ae audio express gmbh  co kg,,ae audio express gmbh  co kg,pt
ae petsche company,,ae petsche company,en
ae torr,,ae torr,en
ae2l,,ae2l,cy
aea,,aea,cy
aea association des anciens eleves de lecole de l,,aea association des anciens eleves de lecole de l,fr
aea srl,,aea srl,ro
aea srl loccioni,,aea srl loccioni,it
aeamiorfe sl,,aeamiorfe sl,en
aearo technologies llc,,aearo technologies llc,cy
aeb,,aeb,cy
aeb  gesellschaft zur entwicklung von branchenso,,aeb  gesellschaft zur entwicklung von branchenso,de
aeb gesellschaft zur entwick,,aeb gesellschaft zur entwick,de
aeb gesellschaft zur entwicklung von branchen so,,aeb gesellschaft zur entwicklung von branchen so,de
aeb gmbh,,aeb gmbh,cy
aeb se,,aeb se,et
aebi schmidt,,aebi schmidt,de
aebi schmidt deutschland gmbh,,aebi schmidt deutschland gmbh,de
aebi schmidt uk limited,,aebi schmidt uk limited,de
aec informatique,,aec informatique,fr
aeca  helicopteros,,aeca  helicopteros,es
aece group,,aece group,fr
aecoc  la asociacion de fabricantes y distribuido,,aecoc  la asociacion de fabricantes y distribuido,es
aecom france sas,,aecom france sas,pt
aecom infrastructure  environ,,aecom infrastructure  environ,fr
aecom infrastructure  environment,,aecom infrastructure  environment,fr
aecom limited,,aecom limited,ro
aecom ltd,,aecom ltd,pt
aecom technical services inc,,aecom technical services inc,en
aed alarme et detection,,aed alarme et detection,fr
aed engineering gmbh,,aed engineering gmbh,af
aedcp,,aedcp,cy
aefc,,aefc,cy
aeg,,aeg,cy
aeg power solution,,aeg power solution,en
aeg power solutions,,aeg power solutions,en
aeg power solutions sas,,aeg power solutions sas,en
aeg stromversorgungssystems gmbh,,aeg stromversorgungssystems gmbh,no
aegis software gmbh,,aegis software gmbh,en
aegis technologies group,,aegis technologies group,en
aegleteq ltd,,aegleteq ltd,ca
aegyptisches generalkonsulat,,aegyptisches generalkonsulat,de
aehp,,aehp,cy
aei,,aei,cy
aelion,,aelion,cy
aelis mexico s de rl de cv,,aelis mexico s de rl de cv,es
aem inc,,aem inc,pt
aem international,,aem international,en
aemc,,aemc,cy
aen,,aen,cy
aena,,aena,cy
aena sa,,aena sa,tl
aeneas,,aeneas,ro
aenor,,aenor,cy
aenor internacional sau,,aenor internacional sau,es
aequinox,,aequinox,pt
aer arann,,aer arann,cy
aer lingus,,aer lingus,et
aer0 3a,,aer0 3a,cy
aera technologies gmbh,,aera technologies gmbh,pl
aera verlag muenchen gmbh,,aera verlag muenchen gmbh,nl
aerc acquisition corporation,,aerc acquisition corporation,fr
aerco ltd,,aerco ltd,it
aerem,,aerem,da
aerial,,aerial,cy
aerial industries llc,,aerial industries llc,ca
aerial platforms sa,,aerial platforms sa,ca
aeriam technologies sl,,aeriam technologies sl,en
aernnova,,aernnova,sk
aernnova composites illescas sau,,aernnova composites illescas sau,ca
aernnova engineering division sau,,aernnova engineering division sau,af
aertec,,aertec,ro
aertec industrial engineering slu,,aertec industrial engineering slu,en
aertec solution,,aertec solution,fr
aertec solutions,,aertec solutions,fr
aertec solutions engineering,,aertec solutions engineering,en
aertec solutions gmbh,,aertec solutions gmbh,fr
aertec solutions ltd,,aertec solutions ltd,fr
aertec solutions sl,,aertec solutions sl,fr
aertec solutions sl,,aertec solutions sl,fr
aertec solutions sl,,aertec solutions sl,fr
aertec solutions sl,,aertec solutions sl,fr
aertech,,aertech,de
aerzen international rental bv,,aerzen international rental bv,it
aerztebedarf,,aerztebedarf,cy
aerztekammer berlin,,aerztekammer berlin,de
aes,,aes,cy
aes cs,,aes cs,ca
aes sopra,,aes sopra,ca
aes ferchau,,aes ferchau,cy
aes ingenierie,,aes ingenierie,af
aeti informatique,,aeti informatique,fr
aetos design engineering pvt ltd,,aetos design engineering pvt ltd,af
aew wassertechnologie gmbh,,aew wassertechnologie gmbh,de
af chasset,,af chasset,en
af fasteners,,af fasteners,da
af steelcase,,af steelcase,da
af steelcase sa,,af steelcase sa,af
afa association francaise,,afa association francaise,fr
afa seminare gmbh,,afa seminare gmbh,ro
afalg gaspard partner,,afalg gaspard partner,da
afc ingenieros sa,,afc ingenieros sa,af
afcea,,afcea,ro
afcea bonn e v,,afcea bonn e v,ro
afcea bonn ev,,afcea bonn ev,ro
afci association francaise du,,afci association francaise du,fr
afcot,,afcot,en
afcstab,,afcstab,da
afea travel and tourism sa,,afea travel and tourism sa,en
afelec electricit gnrale,,afelec electricit gnrale,ro
afenda,,afenda,da
afep,,afep,da
afeti sarl,,afeti sarl,da
afeurac,,afeurac,ro
affinity for business ltd,,affinity for business ltd,en
affinity water ltd,,affinity water ltd,en
affitomare,,affitomare,it
affutage de lartois,,affutage de lartois,fr
affutage de precision de normandie,,affutage de precision de normandie,fr
affutage doc,,affutage doc,fr
affutage lyonnais,,affutage lyonnais,fr
affutage rectification mecanique,,affutage rectification mecanique,fr
affutage service ryo,,affutage service ryo,en
affuteuse diffusion,,affuteuse diffusion,fr
afhsh,,afhsh,da
afi  pm belz,,afi  pm belz,da
afi flight inspection gmbh,,afi flight inspection gmbh,en
afi uplift limited,,afi uplift limited,ro
afi uplift ltd,,afi uplift ltd,da
afim,,afim,da
afis,,afis,da
afis gmbh  co kg,,afis gmbh  co kg,en
afly affutage lyonnais,,afly affutage lyonnais,cy
afm,,afm,da
afm navattoni sa,,afm navattoni sa,it
afm recyclage,,afm recyclage,en
afmaãâ,,afmaãâ,pt
afmg technologies gmbh,,afmg technologies gmbh,en
afnet,,afnet,da
afnor,,afnor,cy
afnor  association,,afnor  association,en
afnor certification,,afnor certification,it
afnor competences,,afnor competences,pt
afnum,,afnum,ro
afometra,,afometra,da
afos,,afos,cy
afotan,,afotan,da
afotek gmbh,,afotek gmbh,da
afp,,afp,da
afpa,,afpa,da
afpa entreprises,,afpa entreprises,fr
afpa midi pyrenees,,afpa midi pyrenees,et
afpa midipyrenees,,afpa midipyrenees,da
afpi,,afpi,da
afpi 8002,,afpi 8002,da
afpi charente maritime,,afpi charente maritime,it
afpi lr,,afpi lr,ca
afpi midi pyrenees,,afpi midi pyrenees,et
afpi midipyrenees,,afpi midipyrenees,et
afpi pays de la loire,,afpi pays de la loire,fr
afpi pays de loire,,afpi pays de loire,fr
afpi provence,,afpi provence,it
afpw prãfwerkstatt koellner,,afpw prãfwerkstatt koellner,no
afpw pruefwerkstatt koellner,,afpw pruefwerkstatt koellner,sv
afr event furnishings,,afr event furnishings,en
afrika verein veranstaltungs gmbh,,afrika verein veranstaltungs gmbh,af
afrikaverein ev,,afrikaverein ev,da
afrolynk gug,,afrolynk gug,cy
afs,,afs,da
afs fittings service achim,,afs fittings service achim,en
afs ground support services ltd,,afs ground support services ltd,en
afs rotel ltd,,afs rotel ltd,da
afsm,,afsm,da
afso,,afso,da
afso  agent fabrique sud ouest,,afso  agent fabrique sud ouest,fr
afso ea,,afso ea,da
aft automation gmbh,,aft automation gmbh,en
aft gmbh  co kg,,aft gmbh  co kg,en
aft isteli,,aft isteli,da
aftcpzie,,aftcpzie,de
afte  association francaise,,afte  association francaise,fr
afte association francaise tresorie,,afte association francaise tresorie,fr
after print,,after print,da
aftpva ass fr technicien,,aftpva ass fr technicien,en
aftral,,aftral,da
afw group,,afw group,en
agap,,agap,tl
agap 2 hiq consulting,,agap 2 hiq consulting,tl
agapei,,agapei,tl
agapei clermont capelas,,agapei clermont capelas,ca
agar scientific ltd,,agar scientific ltd,it
agb mecanique de precision,,agb mecanique de precision,fr
agc,,agc,tl
agd environnement,,agd environnement,fr
agelec,,agelec,nl
agelia,,agelia,da
agence 3ms,,agence 3ms,en
