Raw name,Mapped name,Language
avienco  consulting,,it
avienco consulting  engineering,,en
avienco consultingengineering services gmbh,,en
avination inc,,it
avinco ltd,,it
avintia proyectos y construcciones,,es
avio diepen,,it
aviohelitronics,,it
avionic design service gmbh,,it
avionic instruments inc,,en
avionic service srlgmbh,,en
avionics  electronics,,ca
avionics instruments inc,,en
avionik plus gmbh,,et
avionik straubing entwicklungs gmbh,,de
avionik straubing vertriebs,,no
avioparts sl,,lv
avioparts sl,,lv
aviotech gmbh,,sv
aviron toulousain,,fi
avis,,lt
avis budget deutschland gmbhcokg,,de
avis budget rent a car ltd,,ca
avis location de voitures,,fr
avis rental car systems inc,,en
avis tcl,,fr
avista,,fi
avistadrone,,sv
avistadrone sl,,sv
avisto telecom,,it
avitas,,fi
avitecture inc,,ro
aviva health uk ltd,,et
aviva healthcare uk ltd,,en
aviva life  pensions uk ltd,,fr
avizo bretagne demenagements,,it
avk industrievereinigung,,de
avk tv,,sv
avktv gmbh,,sk
avl list gmbh,,et
avl schrick gmbh,,de
avm logiciels,,ca
avm schmelter gmbh  cokg,,de
avmevent gmbh,,no
avnet,,no
avnet abacus,,no
avnet emg gmbh,,no
avnet europe commva,,fr
avnet silica,,no
avnir engineering,,no
avocat ludovic de villele,,ro
avocat patrice grieumard,,ro
avocats f fabiani m lucthale,,en
avocats f fabiani m lucthale,,ca
avocent deutschland gmbh,,de
avoira limited,,fi
avoira ltd,,fi
avolution uk ltd,,fi
avolution uk ltd,,fi
avolution uk ltd,,fi
avon displays,,fr
avon displays ltd,,fr
avon dynamic calibration ltd,,it
avon gorge hotel,,no
avon occupational safety and health,,en
avon services,,it
avon valley precision engineering,,en
avondynamic calibration,,it
avono aktiengesellschaft,,de
avoptics,,ca
avoptics ltd,,ca
avox systems inc,,fr
avrul,,ro
avs ahlheim,,de
avs roemer gmbh,,sv
avt europe nv,,fr
avtek solutions ltd,,sv
avtrade limited,,ro
avtrade ltd,,sv
avure technologies ab,,fr
avus services gmbh,,fr
avv arbeitsbãhnenvertriebs und vermietungs gmbh,,de
avv arbeitsbuehnenvertrieb,,de
avv arbeitsbuehnenvertriebs und vermietungs gmbh,,de
avvisio,,lt
avx,,sv
avx electronics technology ltd,,en
aw  f technical concepts gmbh,,en
aw niemeyer gmbh,,pl
awa aussenwirtschaftsakademie,,de
awa aussenwirtschaftsakademie gmbh,,de
awb steuerberatungsgesellschaft,,de
awerner gmbh,,de
awg  abfallwirtschaftsgesellschaft,,de
awg abfallwirtschaftsgesellschaft,,de
awg fittings gmbh,,en
awg gmbh,,cy
awi eberlein gmbh,,de
awi maschinenbau,,de
awi montagen gmbh,,tl
awi willi eberlein gmbh,,cy
awo arbeiterwohlfahrt,,de
awo service gmbh,,en
awr lloyd consulting ltd,,en
awraplac oy,,cy
aws,,cy
aws  agency walker services,,en
aws flurfãrdertechnik,,de
aws flurfoerdertechnik,,de
aws gastronomie gmbh,,pl
awv arbeitgeber und wirtschaftsverband,,de
awv arbeitgeber und wirtschaftsverband,,de
ax,,so
axa,,so
axa general insurance,,ca
axa icas ltd,,so
axa matrix risk consultants,,ca
axa tianping property  casualty,,en
axaentwicklungs und maschinen gmbh,,de
axaly,,so
axata,,so
axata consulting gmbh,,en
axcelasia taxand sdn bhd,,so
axe,,so
axe metal,,so
axe sud,,so
axe sud sarl,,so
axegide,,so
axel dreyer,,so
axel janzen,,hu
axel schiele,,de
axel springer,,sv
axel springer ag,,da
axell wireless ltd,,en
axellence gmbh,,fr
axeo,,so
axeo fm,,so
axeofm  planet dao,,fr
axesor  actividades de la bahia 2000 sl,,es
axess omt,,ca
axess tmc srl,,en
axess tmc srl,,en
axialease,,ro
axians,,so
axians ewaste gmbh,,af
axians it solutions gmbh,,fr
axians mobile midipyrenees,,et
axians systelcom sas,,en
axica kongressund tagungszentrum g,,de
axillium consulting ltd,,en
axima,,so
axima cofely,,so
axima concept,,ro
axima concept sa,,ro
axima refrigeration,,en
axima refrigeration france,,en
axima seitha,,en
aximum,,so
axing,,so
axinom gmbh,,so
axinum,,so
axiom groupe,,fr
axiom manufacturing services,,en
axiom materials inc,,ca
axiom tubes,,pt
axiome,,so
axiome industrie,,ro
axiome sas,,so
axion 4d,,so
axis,,so
axis  co,,so
axis cleaning  support services,,en
axis fire  security services ltd,,en
axis mechanical engineering design,,en
axis ped limited,,en
axis ped ltd,,en
axisco,,so
axiscades,,ca
axiscades  studec,,ca
axiscades engineering tech ltd,,de
axiscades engineering technologies,,de
axiscades engineering technologies limited,,de
axiscades gmbh,,ca
axiscades inc,,ca
axit gmbh,,so
axivion,,en
axivion gmbh,,en
axmann geoinformation gmbh,,en
axon active ag,,en
axon cable,,so
axon cable sas,,so
axon ivy,,en
axon ivy ag,,so
axon kabel gmbh,,so
axon solutions ltd,,fr
axone,,so
axone_1,,so
axonic informationssysteme gmb,,en
axonic informationssysteme gmbh,,en
axpo,,so
axpo trading ag,,tl
axpo uk limited,,sq
axpo uk ltd,,sl
axsens,,sv
axsens bte,,sv
axsens et bte consulting services,,fr
axsensbte,,de
axtrad,,so
axway,,so
axway gmbh,,so
axway software,,so
axway software group compagny,,en
axway uk,,so
axxo,,so
ayekah,,so
ayesa,,so
ayesa advanced technologies sa,,en
ayesa air control,,es
ayesa air control gmbh,,ca
ayesa ingenieria,,af
ayesha khanna,,so
ayg sevilla sl,,sv
ayinger braeustueberl,,no
ayinger brustberl,,no
ayinger glaserei,,no
ayinger ottobrunn,,no
ayinger ottobrunn  das wirtshaus,,de
ayinger ottobrunn das wirtshaus am,,de
ayingerottobrunn,,no
aylin conseil,,fr
ayma herramientas sa,,es
ayming,,tl
ayre gran hotel colon,,en
ayscom celular de servicios sl,,pt
ayscom data tec sl,,ca
ayxya,,so
az board of regents,,en
az corporation,,it
az technology inc,,en
az verlagsservice gmbh,,nl
az verlagsservice gmbh,,hu
azac,,hu
azafatas de congresos sl,,es
azalea city djs,,pl
azalea manor,,ro
azavea,,hr
azbil telstar,,hu
azbil telstar technologies slu,,sv
azcom technology srl,,en
azerbaijan hava yollary,,tr
azevedo neves enjamim mendes,,sl
azexpomontage,,hu
azh,,hu
azh gmbh,,hu
azk ausbildungszentrum,,de
azo anlagen,,hu
azo werner schneider,,de
azr consulting,,ro
azrconsulting,,it
aztec hotel  spa,,hu
azul,,hu
azul linhas aereas brasileiras,,pt
azur,,hu
azur helicoptere,,de
azur mobility sarl,,tl
azur traiteur  vinco traiteur sarl,,fr
azur traiteur vinco traiteur,,fr
bildungsvereinigung arbeit und,,de
bull group atos,,en
burmeister adolph inh herbert leonhart,,de
cete apave sudeurope,,fr
ceten apave international,,en
cimpa,,pt
cimpa gmbh,,pt
cimpa ltd,,es
cimpa sas,,lv
cimpa fmsfor disability,,ro
eads apsys,,en
eadsapsys,,sv
eberlein,,de
fundacion aitiip,,es
groupe astek,,af
lagrange aparthotel,,en
latecoere services  latesys,,fr
latesys,,fr
latesys limited,,en
lee hecht harrison,,nl
opcaim versement volontaire,,nl
productions autrement dit,,fr
sa adding,,id
sa api restauration,,it
sarl a romain et fils,,fr
sarl aberia telecommunications,,it
sarl ad rem,,sv
sarl agtherm ou sas verdone,,af
sarl amelin fils,,sv
sarl argentieri,,sv
sarl asd,,id
sarl atechsys engineering,,en
sarl atmos avocats,,ca
sarl aurock,,sv
sarl autonomia,,it
sas accorinvest,,es
sas akajoule,,lv
sas alive events,,en
sas ates,,lv
sas avencore,,pt
scp axtrad,,ro
societe des autocars sabardu,,fr
studec,,ro
studec iberia slu,,ro
temsys  ald automotive,,en
tfn,,cy
tfn developpement,,nl
tfn proprete sudouest,,fr
tfn proprotãâ,,ro
uk and ireland sap user group ltd,,en
vsw verband fuer sicherheit in der wirtschaft,,de
willi eberlein gmbh,,de
ws atkins,,pl
